original_text,length,label_true,label_pred,confidence,is_correct,error_type
downgrades 11 25 <TICKER> <TICKER> <TICKER> <TICKER> <TICKER> <TICKER> <TICKER> <TICKER> <TICKER> <TICKER> <TICKER> <TICKER> <TICKER> <TICKER> <TICKER> <TICKER> <TICKER> <TICKER>,7,0,0,0.5136026,True,None
downgrades 4 7 <TICKER> <TICKER> <TICKER> <TICKER> <TICKER> <TICKER> <TICKER> <TICKER> <TICKER> <TICKER> <TICKER> <TICKER> <TICKER> <TICKER> <TICKER> <TICKER> <TICKER> <TICKER> <TICKER>,7,0,0,0.5566108,True,None
dropbox on watch after stinging spruce point report,7,0,0,0.5303238,True,None
earnings update electrocore inc just reported and analysts are trimming their forecasts,7,0,0,0.5435792,True,None
evercore downgrades bluebird bio and clovis in premarket analyst action,5,0,1,0.3710244,False,True_0_Pred_1
fannie mae freddie mac downgraded to sell as analyst cites unintended consequences of cares act,18,0,0,0.4552306,True,None
forescout downgraded to neutral from buy at monness crespi hardt,16,0,0,0.5511441,True,None
formfactor cut on unsustainable revenue outlook,15,0,0,0.56234497,True,None
funko downgraded to hold from buy at stifel nicolaus,14,0,0,0.5599103,True,None
funko stock price target cut to 10 from 25 at stifel nicolaus,13,0,0,0.48015586,True,None
gm stock price target cut to 30 from 32 at deutsche bank,13,0,1,0.38832012,False,True_0_Pred_1
grubhub gains a bear on margin view,13,0,0,0.5567237,True,None
h p downgraded at argus as drilling industry weakness seen persisting,13,0,0,0.55869174,True,None
hanesbrands stock price target cut to 13 vs 16 at bofa merrill lynch,13,0,0,0.57126456,True,None
helmerich payne started at sell with 34 stock price target at deutsche bank,12,0,0,0.5597359,True,None
hexo stock price target cut to c 5 from c 6 at mkm partners,12,0,0,0.56924796,True,None
home depot stock price target cut to 237 from 240 at instinet,12,0,0,0.5667007,True,None
intelsat downgraded to underweight from neutral at j p morgan,12,0,0,0.56700385,True,None
intelsat lower after morgan stanley target cut,12,0,0,0.5500043,True,None
jefferies warns on l brands,12,0,0,0.5444992,True,None
kohl s stock price target cut to 48 from 52 at deutsche bank,12,0,0,0.5338039,True,None
kohl s stock price target cut to 50 from 53 at wedbush,12,0,0,0.5413016,True,None
l brands stock price target cut to 16 from 20 at wedbush,11,0,0,0.57370776,True,None
lovesac stock price target cut to 28 vs 33 at canaccord,11,0,0,0.54091835,True,None
lyft stock price target cut to 58 from 70 at deutsche bank,11,0,0,0.50689083,True,None
macerich downgraded to underweight from sector weight at keybanc capital,11,0,0,0.5758208,True,None
marinus pharma stock price target cut to 6 from 7 at leerink,10,0,0,0.5601567,True,None
methanex downgraded at td securities on valuation,10,0,0,0.57262033,True,None
metro inc just missed earnings and its earnings per share looked sad but analysts have updated their models,10,0,0,0.5721937,True,None
mid america apartment communities downgraded to sector weight from overweight at keybanc capital,9,0,0,0.54897815,True,None
mitek systems stock price target cut to 11 from 14 at benchmark,7,0,0,0.4112609,True,None
napco security stock price target cut to 30 from 35 at imperial capital,7,0,0,0.573788,True,None
needham s martin defends her prediction that netflix subscriptions will fall,7,0,0,0.56551576,True,None
netflix downgraded to underperform at needham,6,0,0,0.5662993,True,None
netflix stock falls after wells fargo turns pessimistic about price decrease,6,0,0,0.56900775,True,None
new netflix bear steps out,5,0,0,0.38497895,True,None
new york opioid case a significant risk for pharma stocks says pessimistic about price decrease bofa,5,0,0,0.43191215,True,None
norwegian cruise line downgraded to strong sell from hold at cfra,19,0,0,0.51787376,True,None
novo nordisk downgraded by ubs on concerns over drug launch cost,18,0,0,0.5756329,True,None
oppenheimer cuts estimates on yum china,16,0,0,0.41639066,True,None
orbcomm price target lowered to 9 at canaccord,15,0,0,0.5659842,True,None
o reilly automotive stock price target cut to 405 from 415 at j p morgan,14,0,0,0.3813028,True,None
patterson uti energy started at sell with 7 stock price target at deutsche bank,14,0,0,0.57277364,True,None
ps business parks downgraded to underweight from sector weight at keybanc capital,13,0,0,0.48762047,True,None
rio tinto downgraded to neutral from overweight at j p morgan,13,0,0,0.47252223,True,None
rosenblatt projects 47 downside in apple shares warns of drop in iphone production,13,0,0,0.56569016,True,None
royal caribbean downgraded to sell from buy at cfra,12,0,0,0.57310355,True,None
royal caribbean stock price target cut to 100 from 135 at cfra,12,0,0,0.5697986,True,None
royal caribbean s stock falls after cfra swings to pessimistic about price decrease on more dire coronavirus assessment,12,0,0,0.5704521,True,None
scandinavian tobacco group a s earnings missed analyst estimates here s what analysts are forecasting now,12,0,0,0.415369,True,None
sherwin williams cut from conviction buy at goldman on valuation,12,0,0,0.56429476,True,None
sirius downgraded on valuation,11,0,0,0.50403345,True,None
spotify double downgrade reflects prospect of slower revenue growth,11,0,0,0.5671028,True,None
suntrust latest to trim nielsen target,11,0,0,0.570179,True,None
taco bell parent yum brands downgraded to neutral from buy at btig,11,0,0,0.5461955,True,None
take two downgraded on murky game slate,11,0,0,0.5564335,True,None
take two interactive stock price target cut to 124 from 133 at mkm partners,10,0,0,0.47753337,True,None
target hospitality downgraded to perform from outperform at oppenheimer,10,0,0,0.54918885,True,None
taubman centers downgraded to sector weight from overweight at keybanc capital,9,0,0,0.5687822,True,None
the manitowoc company inc just reported earnings and analysts cut their target price,9,0,0,0.52590865,True,None
transocean started at sell with 3 stock price target at deutsche bank,9,0,0,0.5673738,True,None
ultra clean downgraded to hold from buy at stifel nicolaus,8,0,0,0.45411015,True,None
wells fargo downgrades netflix <TICKER> to underperform but sees as a takeover target nflx could get acquired nflx i,8,1,1,0.55153954,True,None
wells fargo downgrades netflix on spending concerns,7,0,0,0.54570615,True,None
wells fargo downgrades netflix if content is king then cash is queen,7,0,0,0.5669715,True,None
welltower stock price target cut to 90 from 95 at j p morgan,6,0,0,0.4612703,True,None
wwe stock price target cut to 57 from 79 at benchmark,6,0,0,0.45109025,True,None
<TICKER> dougherty company starts at buy,6,1,1,0.5451479,True,None
<TICKER> amd s navi shows strong adoption bofa,4,0,0,0.560265,True,None
<TICKER> bmo capital markets ups to outperform,13,1,1,0.5386022,True,None
<TICKER> lake street starts at buy,12,1,1,0.38340932,True,None
<TICKER> s p raises centene corp rtg to bbb from bb outlk stable,11,1,1,0.5545838,True,None
<TICKER> citi gives big boost to deere pt,11,1,1,0.5731509,True,None
<TICKER> guggenheim sees favorable catalysts for ebay,10,1,1,0.57057774,True,None
<TICKER> freeport upgraded as credit suisse sees big buying opportunity,10,1,1,0.56530297,True,None
<TICKER> btig research starts at buy,10,1,1,0.56134605,True,None
<TICKER> franco nevada will not need more funding despite suspensions analyst says,9,1,1,0.5660529,True,None
<TICKER> cantor fitzgerald resumes at overweight,9,1,1,0.484599,True,None
<TICKER> morgan stanley sees gm doubling in bull case scenario,9,1,1,0.5635907,True,None
<TICKER> barclays starts at overweight,9,1,1,0.56836224,True,None
<TICKER> hasbro gains after ubs upgrade,8,1,1,0.5547223,True,None
<TICKER> new bull praises acceleration margin profile,8,1,1,0.52787226,True,None
<TICKER> barclays ups to overweight,7,1,1,0.5619136,True,None
<TICKER> jpmorgan constructive on kraft heinz,7,1,1,0.54769325,True,None
<TICKER> compass point ups to neutral,7,1,1,0.55386895,True,None
<TICKER> lowe s racks up another positive rating despite recession risk,7,1,1,0.5472589,True,None
<TICKER> lam target boosted on compelling setup,7,1,1,0.5405283,True,None
<TICKER> barclays starts at overweight,7,1,1,0.5640778,True,None
<TICKER> <TICKER> bull sees 2020 upsides for mu wdc,6,1,1,0.5381669,True,None
<TICKER> rated buy,6,1,1,0.54944134,True,None
<TICKER> suntrust expecting netflix to post strong user growth,6,1,1,0.38368988,True,None
<TICKER> nvidia set for gaming tailwinds bofa,6,1,1,0.573912,True,None
<TICKER> btig sees material improvement to ocwen book value,6,1,1,0.5649609,True,None
<TICKER> cowen starts at outperform,6,1,1,0.54341793,True,None
<TICKER> bmo capital markets starts at outperform,6,1,1,0.559488,True,None
<TICKER> evercore starts ringcentral at outperform,6,1,1,0.5381669,True,None
<TICKER> <TICKER> <TICKER> moffettnathanson boosts sbac to buy,5,1,1,0.56782705,True,None
<TICKER> loop turns optimistic about price increase on snap ad growth,5,1,1,0.5644606,True,None
<TICKER> lake street starts at buy,5,1,1,0.56782705,True,None
<TICKER> cowen sees upside in tenb s indegy purchase,5,1,1,0.5661906,True,None
<TICKER> <TICKER> uber lyft can raise prices to profit barclays,3,1,2,0.41450417,False,True_1_Pred_2
<TICKER> maxim group ups to buy,21,1,1,0.5332283,True,None
<TICKER> compass point ups to buy,20,1,1,0.46369204,True,None
<TICKER> new zscaler bull sees sustainable growth shares 4,19,1,1,0.4612036,True,None
activision take two charts look constructive as wells fargo gets optimistic about price increase on video game plays trader <TICKER> <TICKER>,16,1,1,0.5661353,True,None
adobe stock price target raised to 315 vs 290 at wedbush,15,1,1,0.45216888,True,None
adobe stock price target raised to 318 vs 310 at instinet,14,1,1,0.5529268,True,None
aegis capital positive on netflix usage trend,14,1,1,0.5680482,True,None
after a 60 drop in 6 months bank of america says buy pot stock canopy,13,1,1,0.5620617,True,None
akero therapeutics started at buy with 36 stock price target at canaccord genuity,13,1,1,0.56918645,True,None
align technology stock price target raised to 305 from 290 at stifel nicolaus,13,1,1,0.5710674,True,None
allergan upgraded to buy from neutral at ubs,13,1,1,0.5159013,True,None
altria stock price target raised to 54 from 50 at stifel nicolaus,13,1,1,0.559842,True,None
amneal pharma price target raised to 6 vs 4 at suntrust robinson humphrey,13,1,1,0.57017034,True,None
an analyst at loop capital upgrades <TICKER> to buy from hold citing higher revenue growth potential,13,1,1,0.5410224,True,None
analyst at t is the top telecom pick for 2020,13,1,1,0.5595158,True,None
analysts mostly optimistic about price increase on newly public insurance firm brp group,12,1,1,0.5682797,True,None
analysts see 18 gains ahead for the holdings of the first trust dow jones internet index fund exchange traded fund,12,1,1,0.5663744,True,None
ansys stock price target raised to 265 from 235 at benchmark,12,1,1,0.5680267,True,None
anthem stock price target raised to 330 from 300 at suntrust rh,12,1,1,0.5659047,True,None
applied industrial technologies stock price target raised to 70 from 65 at keybanc capital,11,1,1,0.5698693,True,None
argen x stock price target raised to 255 vs 203 at instinet,11,1,1,0.57025504,True,None
armata pharmaceuticals started at buy with 8 stock price target at maxim group,11,1,1,0.57034385,True,None
arrow electronics stock price target raised to 87 vs 84 at suntrust robinson humphrey,11,1,1,0.56920856,True,None
asset management one co has a optimistic about price increase call on treasuries one for the long long run,10,1,1,0.38805193,True,None
audentes therapeutics stock price target raised to 40 from 34 at evercore isi,10,1,1,0.56912553,True,None
audentes therapeutics upgraded to outperform from in line at evercore isi,9,1,1,0.5656241,True,None
axcelis technologies stock price target raised to 32 from 24 at benchmark,8,1,1,0.56481624,True,None
baird optimistic about price increase on beat up canada goose,8,1,1,0.5404928,True,None
baird likes drug wholesalers in premarket analyst action,7,1,1,0.55093944,True,None
baird returns to wingstop bull camp,6,1,1,0.51996267,True,None
baker hughes started at buy with 32 stock price target at deutsche bank,6,1,1,0.52273804,True,None
bank of america stock price target raised to 49 from 48 at oppenheimer,6,1,1,0.43161836,True,None
barclays analysts says uber and lyft are well positioned to achieve profitability,16,1,1,0.57450205,True,None
bausch health upgraded to overweight from neutral at jpmorgan price target raised to 38 from 32,14,1,1,0.5692391,True,None
bed bath beyond reiterated as buy at bofa merrill lynch,14,1,1,0.5734237,True,None
belden stock price target raised to 56 vs 54 at suntrust robinson humphrey,13,1,1,0.5739905,True,None
benchmark says this roof supplier is a buy,13,1,1,0.5652106,True,None
bernstein turns optimistic about price increase on vmware s valuation,13,1,1,0.56563777,True,None
berry petroleum upgraded to sector weight from underweight at keybanc capital,13,1,1,0.573748,True,None
best buy stock price target raised to 105 from 86 at oppenheimer,13,1,1,0.5643941,True,None
biogen stock price target raised to 392 from 320 at instinet,13,1,1,0.57001317,True,None
biogen stock price target raised to 410 from 350 at svb leerink,12,1,1,0.5543259,True,None
boeing stock price target raised to 427 from 406 at cfra,12,1,1,0.57109,True,None
bofa upgrades westrock after containerboard conference london pulp week,12,1,1,0.57058656,True,None
bouygues simple average just beat analyst forecasts and analysts have been updating their predictions,12,1,1,0.5712423,True,None
btig expects domino s to boost buybacks,12,1,1,0.5715696,True,None
btig sees material improvement to ocwen book value,11,1,1,0.5451184,True,None
bull sees 2020 upsides for mu wdc,11,1,1,0.57202816,True,None
cabot upgraded to buy from neutral at ubs,11,1,1,0.5648652,True,None
canada goose upgraded to outperform from neutral at baird price target c 53,11,1,1,0.5697108,True,None
capital southwest initiated at outperform at raymond james with 23 50 price target,11,1,1,0.5703396,True,None
celanese stock price target raised to 120 vs 111 at bofa merrill lynch,11,1,1,0.43986157,True,None
cf industries stock price target raised to 56 vs 52 at bofa merrill lynch,10,1,1,0.5551981,True,None
cf industries upgraded to buy vs neutral at bofa merrill lynch,10,1,1,0.57072157,True,None
ciena stock price target raised to 47 vs 43 at instinet,10,1,1,0.5001274,True,None
citi gives big boost to deere pt,9,1,1,0.52549547,True,None
citi reels in pt on nu skin,9,1,1,0.56057394,True,None
citron says it is long on luckin coffee mw vs citron,8,1,1,0.51371217,True,None
cnh industrial upped to buy at deutsche bank on valuation,8,1,1,0.54705113,True,None
copa holdings stock price target raised to 130 from 103 at deutsche bank,8,1,1,0.569078,True,None
costco price target raised to 330 vs 320 at bofa merrill lynch,7,1,1,0.56043875,True,None
csx stock price target raised to 90 from 72 at deutsche bank,7,1,1,0.54848415,True,None
csx upgraded to buy from hold at deutsche bank,7,1,1,0.5300149,True,None
cvs health stock price target raised to 90 from 85 at suntrust rh,7,1,1,0.5249724,True,None
cyrusone upgraded to overweight from sector weight at keybanc capital,18,1,1,0.46554217,True,None
diamondrock hospitality upgraded to sector weight from underweight at keybanc capital,17,1,1,0.48178273,True,None
dlh holdings maintained as buy with 7 price target at canaccord,17,1,1,0.48616508,True,None
domtar upgraded to market perform at bmo capital,17,1,1,0.5710052,True,None
dow stock price target raised to 52 vs 46 at bofa merrill lynch,17,1,1,0.5717879,True,None
earnings update here s why analysts just lifted their aemetis inc price target to us 2 25,17,1,1,0.5730091,True,None
earnings update here s why analysts just lifted their milestone scientific inc price target to us 2 00,14,1,1,0.57296234,True,None
earnings update here s why analysts just lifted their skyworks solutions inc price target to us 104,14,1,1,0.5703415,True,None
eastman chemical stock price target raised to 85 vs 82 at bofa merrill lynch,13,1,1,0.57416195,True,None
edgewell stock price target raised to 41 from 33 at cfra,13,1,1,0.57032335,True,None
elastic upgraded to buy from hold at canaccord genuity,13,1,1,0.57215285,True,None
enbridge upgraded to buy from neutral at ubs price target lifted to c 54 from c 50,13,1,1,0.5492513,True,None
energizer holdings upgraded to neutral from underweight at jp morgan price target lifted to 51 from 41,12,1,1,0.5616755,True,None
energizer shakes off jpmorgan s bear call,12,1,1,0.57105666,True,None
equity lifestyle properties upgraded to outperform at bmo capital,12,1,1,0.57099754,True,None
estee lauder stock price target raised to 238 from 202 at raymond james,12,1,1,0.56383514,True,None
etsy initiated as buy with 55 price target at suntrust robinson humphrey,12,1,1,0.5699161,True,None
fedex stock price target raised to 168 from 163 at bofa securities,11,1,1,0.5606857,True,None
fleetcor stock price target raised to 325 from 310 at cfra,11,1,1,0.56412166,True,None
ford s electric suv impresses credit suisse,11,1,1,0.57050675,True,None
fortinet stock price target raised to 115 from 104 at bmo capital,11,1,1,0.5699919,True,None
fortinet stock price target raised to 120 from 110 at monness crespi hardt,11,1,1,0.5701662,True,None
glenmark pharmaceuticals limited just beat analyst forecasts and analysts have been updating their predictions,11,1,1,0.57051724,True,None
goldman adds workday to conviction list shares 1,11,1,1,0.5710938,True,None
goldman says 36 000 rally in brazilian retailer has room to run,10,1,1,0.57027185,True,None
grubhub stock price target raised to 40 from 34 at oppenheimer,10,1,1,0.55955344,True,None
grubhub stock price target raised to 60 from 30 at susquehanna,9,1,1,0.5655735,True,None
hasbro upgraded on earnings growth potential from entertainment one acquisition,9,1,1,0.5397032,True,None
hasbro upgraded to buy from neutral at ubs price target 117,8,1,1,0.5185631,True,None
heat biologics started at buy with 1 stock price target at maxim group,8,1,1,0.5584582,True,None
home depot upgraded to outperform from neutral at credit suisse price target raised to 235 from 225,7,1,1,0.419604,True,None
humana stock price target raised to 363 from 319 at deutsche bank,7,1,2,0.38541937,False,True_1_Pred_2
huntsman named conviction buy at goldman in chemical sector shuffle,17,1,1,0.56566244,True,None
intel stock price target raised to 62 vs 60 at suntrust robinson humphrey,17,1,1,0.5720535,True,None
intercept pharmaceuticals maintained as buy with 165 price target at canaccord,17,1,1,0.51204,True,None
invitae corp maintained as buy at benchmark,16,1,1,0.5713961,True,None
j c penney stock price target raised to 1 00 from 80 cents at b riley fbr,15,1,1,0.56862885,True,None
jabil stock price target raised to 47 from 36 at cfra,15,1,1,0.564416,True,None
jefferies analysts lifted tesla <TICKER> shares to buy while paring the price target 19,14,1,1,0.556627,True,None
jpmorgan likes bausch health in premarket analyst action,14,1,1,0.55499774,True,None
jpmorgan out optimistic about price increase on uber s upside potential,14,1,1,0.57264644,True,None
kilroy realty upgraded to overweight from sector weight at keybanc capital,14,1,1,0.57412875,True,None
l3harris started at buy with 280 stock price target at benchmark,13,1,1,0.57349414,True,None
lagging mlp upgraded at goldman as new projects seen lifting cash flows,13,1,1,0.5724426,True,None
ligand pharmaceuticals started at buy with 135 stock price target at benchmark,13,1,1,0.5689365,True,None
lovesac maintained as buy at canaccord,13,1,1,0.57079077,True,None
lululemon stock price target raised to 260 vs 222 at susquehanna,12,1,1,0.56695044,True,None
lyft stock gets an upgrade due to competitive positioning,12,1,1,0.5642304,True,None
lyondellbasell sock price target raised to 107 vs 99 at bofa merrill lynch,11,1,1,0.56913215,True,None
magnolia oil gas started at overweight with 14 stock price target at keybanc capital,11,1,1,0.5683788,True,None
mesa air reiterated as outperform at cowen,11,1,1,0.56299096,True,None
microchip technology stock price target raised to 113 vs 106 at suntrust robinson humphrey,11,1,1,0.5694211,True,None
mizuho raises intel on aggressive price cuts,11,1,1,0.5401593,True,None
molina healthcare stock price target raised to 165 from 155 at suntrust rh,11,1,1,0.569273,True,None
morgan stanley analyst joseph moore upgraded nvidia nasdaq <TICKER> from equalweight to overweight with a price tar,10,1,1,0.55023825,True,None
morgan stanley optimistic about price increase on eldorado resorts ahead of caesars combination,10,1,0,0.443861,False,True_1_Pred_0
morgan stanley joins mortgage sector bulls,9,1,1,0.36943108,True,None
morgan stanley raises fortinet s price target after optimistic about price increase analyst day,8,1,1,0.55299383,True,None
morgan stanley upgrades nvidia <TICKER> from equal weight to overweight and announces 259 price target,7,1,1,0.5164252,True,None
morgan stanley upgrades nvidia to buy predicting 2020 will be a return to solid growth,7,1,1,0.5628206,True,None
munster doubles down says apple has 40 upside this year,7,1,0,0.3836379,False,True_1_Pred_0
new bull sees 22 upside for splunk,7,1,1,0.54649127,True,None
new for subscribers morgan stanley adds amazon to its list of favorite stocks here are the rest,6,1,1,0.5377602,True,None
newmont goldcorp stock price target raised to 41 50 from 39 50 at b riley fbr,6,1,1,0.38988623,True,None
nlight target raised on nutronics deal,18,1,1,0.38369793,True,None
nokia stock price target raised to 6 00 from 5 50 at mkm partners,16,1,1,0.508865,True,None
nuvasive upgraded to outperform vs market perform at leerink,15,1,1,0.43688783,True,None
nvidia has one of the best opportunities to maintain high multiple morgan stanley says in upgrade,14,1,1,0.5689518,True,None
nvidia stock climbs after morgan stanley turns optimistic about price increase,14,1,1,0.5732261,True,None
nxp semiconductors stock price target raised to 139 vs 128 at suntrust robinson humphrey,14,1,1,0.568556,True,None
olin corp stock price target raised to 23 vs 22 at bofa merrill lynch,14,1,2,0.37202606,False,True_1_Pred_2
one analyst says td could unlock significant value by selling its minority stake in ameritrade after its purchase,14,1,1,0.5712013,True,None
onto innovation stock price target raised to 50 from 40 at benchmark,14,1,1,0.5712479,True,None
owens corning upgraded at wells after raising residential insulation prices,14,1,1,0.5609492,True,None
owens corning upgraded on strong insulation roofing potential,14,1,1,0.5672383,True,None
oyster point pharma initiated at overweight with 26 price target at jp morgan,13,1,1,0.5659246,True,None
paul tudor jones sees the potential for a stock market explosion to the upside,13,1,1,0.564612,True,None
pennmac financial rises to record as piper gets more optimistic about price increase,13,1,1,0.4848852,True,None
piper likes dexcom in premarket analyst action,12,1,1,0.5705791,True,None
pixelworks inc just reported and analysts have been lifting their price targets,12,1,1,0.4887789,True,None
ppg industries stock price target raised to 113 vs 105 at bofa merrill lynch,12,1,1,0.56429785,True,None
prothena upgraded to outperform from in line at evercore isi,12,1,1,0.53920734,True,None
purple innovation initiated at overweight with 12 price target at keybanc capital,12,1,1,0.52339226,True,None
quanterix maintained as outperform with 35 price target at leerink,12,1,1,0.56682605,True,None
results kla corporation beat earnings expectations and analysts now have new forecasts,11,1,1,0.574963,True,None
rpm international stock price target raised to 79 vs 75 at bofa merrill lynch,11,1,1,0.5633032,True,None
s p global stock price target raised to 322 from 274 at stifel nicolaus,10,1,1,0.49990144,True,None
sanderson farms stock price target raised to 159 from 150 at j p morgan,10,1,1,0.56959915,True,None
schlumberger started at buy with 42 stock price target at deutsche bank,10,1,1,0.56076837,True,None
selvaag bolig asa just beat earnings expectations here s what analysts think will happen next,10,1,1,0.53223056,True,None
softbank will have the last laugh with wework deal one bernstein analyst says,10,1,1,0.5309342,True,None
sonoma pharma maintained as buy with 9 price target at benchmark,9,1,1,0.56060714,True,None
splunk upgraded to overweight at morgan stanley,8,1,1,0.5560106,True,None
starbucks stock is a buy according to this investment bank,7,1,1,0.55241317,True,None
starbucks upgraded to overweight at j p morgan after meeting with executives,7,1,1,0.5695,True,None
stifel upgrades parker hannifin on potential synergies industry recovery prospects,6,1,1,0.56478167,True,None
stifel upgrades wendy s optimistic about price increase on breakfast and digital prospects,26,1,1,0.50508565,True,None
syanptics raised on forecast margin strength,23,1,1,0.5234215,True,None
synaptics stock price target raised to 40 from 32 at j p morgan,20,1,1,0.54837275,True,None
synopsys upgraded to overweight from neutral at jpmorgan price target raised to 160 from 157,15,1,1,0.57217395,True,None
te connectivity stock price target raised to 95 vs 94 at suntrust robinson humphrey,14,1,1,0.5667061,True,None
teekay tankers upped two notches to buy at baml,14,1,1,0.5664966,True,None
texas instruments stock price target raised to 125 vs 122 at suntrust robinson humphrey,14,1,1,0.53309345,True,None
twitter stock price target raised to 36 50 from 34 50 at wedbush,14,1,1,0.567261,True,None
twitter stock price target raised to 38 from 36 at suntrust rh,13,1,1,0.5572433,True,None
twitter stock price target raised to 47 from 34 at susquehanna,13,1,1,0.56721073,True,None
twitter inc just reported and analysts have been lifting their price targets,13,1,1,0.5668491,True,None
u s well services initiated at buy with 3 50 price target at stifel,13,1,1,0.5586695,True,None
uber stock price target raised to 45 from 34 at mkm partners,13,1,1,0.56681395,True,None
uber stock price target raised to 49 from 47 at bofa securities,13,1,1,0.5624028,True,None
uber stock price target raised to 50 from 45 at oppenheimer,13,1,1,0.53085405,True,None
uber stock price target raised to 52 from 50 at wedbush,13,1,1,0.5707195,True,None
uber stock price target raised to 54 from 50 at deutsche bank,12,1,1,0.5692379,True,None
